record_id,service,agency,agency_code,category,requirements,fees_summary,steps_summary,processing_time,source_url,last_verified
SVC-6766,Kwekwe (Mashonaland West) Ward 17 - NSSA Pension Retirement Disbursement Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6766; Official Bank Payment Receipt for Prescribed Fee,Kwekwe (Mashonaland West) Ward 17 - NSSA Pension Retirement Disbursement Procedure Application Processing Fee: $50,Obtain Application Form SVC-6766 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Kwekwe (Mashonaland West) Ward 17 - NSSA Pension Retirement Disbursement Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6767,Gokwe North (Masvingo) Ward 18 - Official Government Gazette Publication Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6767; Official Bank Payment Receipt for Prescribed Fee,Gokwe North (Masvingo) Ward 18 - Official Government Gazette Publication Procedure Application Processing Fee: $50,Obtain Application Form SVC-6767 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Gokwe North (Masvingo) Ward 18 - Official Government Gazette Publication Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6768,Gokwe South (Matabeleland North) Ward 19 - High Court Execution Writ Service Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6768; Official Bank Payment Receipt for Prescribed Fee,Gokwe South (Matabeleland North) Ward 19 - High Court Execution Writ Service Procedure Application Processing Fee: $50,Obtain Application Form SVC-6768 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Gokwe South (Matabeleland North) Ward 19 - High Court Execution Writ Service Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6769,Zvishavane (Matabeleland South) Ward 20 - Ward Civil Registration & Birth Certificate Notification Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6769; Official Bank Payment Receipt for Prescribed Fee,Zvishavane (Matabeleland South) Ward 20 - Ward Civil Registration & Birth Certificate Notification Procedure Application Processing Fee: $50,Obtain Application Form SVC-6769 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Zvishavane (Matabeleland South) Ward 20 - Ward Civil Registration & Birth Certificate Notification Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6770,Shurugwi (Midlands) Ward 21 - Ward Social Welfare Emergency Relief Grant Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6770; Official Bank Payment Receipt for Prescribed Fee,Shurugwi (Midlands) Ward 21 - Ward Social Welfare Emergency Relief Grant Procedure Application Processing Fee: $50,Obtain Application Form SVC-6770 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Shurugwi (Midlands) Ward 21 - Ward Social Welfare Emergency Relief Grant Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6771,Harare Central (Harare) Ward 22 - Community Borehole Rehabilitation & Water Testing Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6771; Official Bank Payment Receipt for Prescribed Fee,Harare Central (Harare) Ward 22 - Community Borehole Rehabilitation & Water Testing Procedure Application Processing Fee: $50,Obtain Application Form SVC-6771 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Harare Central (Harare) Ward 22 - Community Borehole Rehabilitation & Water Testing Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6772,Harare East (Bulawayo) Ward 23 - Agritex Extension Grain Seedling Distribution Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6772; Official Bank Payment Receipt for Prescribed Fee,Harare East (Bulawayo) Ward 23 - Agritex Extension Grain Seedling Distribution Procedure Application Processing Fee: $50,Obtain Application Form SVC-6772 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Harare East (Bulawayo) Ward 23 - Agritex Extension Grain Seedling Distribution Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6773,Harare West (Manicaland) Ward 24 - Veterinary Dip Tank Livestock Vaccination Pass Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6773; Official Bank Payment Receipt for Prescribed Fee,Harare West (Manicaland) Ward 24 - Veterinary Dip Tank Livestock Vaccination Pass Procedure Application Processing Fee: $50,Obtain Application Form SVC-6773 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Harare West (Manicaland) Ward 24 - Veterinary Dip Tank Livestock Vaccination Pass Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6774,Chitungwiza (Mashonaland Central) Ward 25 - Primary School Development Committee Clearance Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6774; Official Bank Payment Receipt for Prescribed Fee,Chitungwiza (Mashonaland Central) Ward 25 - Primary School Development Committee Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-6774 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chitungwiza (Mashonaland Central) Ward 25 - Primary School Development Committee Clearance Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6775,Epworth (Mashonaland East) Ward 26 - Secondary School Boarding Facility Allocation Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6775; Official Bank Payment Receipt for Prescribed Fee,Epworth (Mashonaland East) Ward 26 - Secondary School Boarding Facility Allocation Procedure Application Processing Fee: $50,Obtain Application Form SVC-6775 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Epworth (Mashonaland East) Ward 26 - Secondary School Boarding Facility Allocation Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6776,Bulawayo Central (Mashonaland West) Ward 27 - Vocational Training Apprentice Placement Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6776; Official Bank Payment Receipt for Prescribed Fee,Bulawayo Central (Mashonaland West) Ward 27 - Vocational Training Apprentice Placement Procedure Application Processing Fee: $50,Obtain Application Form SVC-6776 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bulawayo Central (Mashonaland West) Ward 27 - Vocational Training Apprentice Placement Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
